District/School IRN,District/School Name,School Year,Org Type,Core Curriculum/Intervention,Reported Grades,Status,Reported Material Type,DEW Approved Material Type,DEW Approved Grades
000543,Pinnacle Academy,2024–2025,Community School,Other published instr materials not on Dept list,03 - 08,Implemented,Reading Intervention,N/A,N/A
051375,Pike County Area,2024–2025,Joint Vocational School District,Locally created instruction,10 - 12,Implemented,Reading Intervention,N/A,N/A
046896,Pickerington Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),05 - 06,Implemented,Reading Intervention,ELA Core,KG - 02
046896,Pickerington Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
046896,Pickerington Local,2024–2025,Public District,PreK On My Way (Scholastic),PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
046896,Pickerington Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 04,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
046896,Pickerington Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,Reading Intervention,ELA Core,03 - 05
049072,Pickaway County Esc,2024–2025,Educational Service Center,95 Phonics Core Program (95 Percent Group),PS - PS,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
000736,Phoenix Village Academy Primary 2 Dba Wings Academy 1,2024–2025,Community School,Other published instr materials not on Dept list,06 - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
000736,Phoenix Village Academy Primary 2 Dba Wings Academy 1,2024–2025,Community School,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
047076,Pettisville Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 06,Implemented,Reading Intervention,ELA Core,KG - 05
047076,Pettisville Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),07 - 12,Implemented,Reading Intervention,ELA Core,KG - 05
047076,Pettisville Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 02,Implemented,ELA Core,N/A,N/A
047076,Pettisville Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),03 - 05,Implemented,ELA Core,ELA Core,KG - 05
045583,Perrysburg Exempted Village,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
045583,Perrysburg Exempted Village,2024–2025,Public District,Other published instr materials incl on Dept approved list,03 - 12,Implemented,Reading Intervention,N/A,N/A
045583,Perrysburg Exempted Village,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
045583,Perrysburg Exempted Village,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 04,Implemented,Reading Intervention,N/A,N/A
045583,Perrysburg Exempted Village,2024–2025,Public District,Other published instr materials not on Dept list,07 - 12,Implemented,ELA Core,N/A,N/A
045583,Perrysburg Exempted Village,2024–2025,Public District,PreK On My Way (Scholastic),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
045583,Perrysburg Exempted Village,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 06,Implemented,ELA Core,ELA Core,03 - 05
045781,Perry Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 06,Implemented,Reading Intervention,ELA Core,KG - 02
045781,Perry Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 06,Implemented,ELA Core,ELA Core,KG - 05
045781,Perry Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,07 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
047902,Perry Local,2024–2025,Public District,Benchmark Advance or Literacy (Benchmark Education),PS - 07,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
049924,Perry Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),01 - 06,Implemented,Reading Intervention,ELA Core,KG - 02
049924,Perry Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 01,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 08,Implemented,ELA Core,N/A,N/A
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 01,Implemented,ELA Core,N/A,N/A
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,02 - 03,Implemented,Reading Intervention,N/A,N/A
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,03 - 04,Implemented,Reading Intervention,N/A,N/A
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,05 - 06,Implemented,Reading Intervention,N/A,N/A
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,05 - 12,Implemented,Reading Intervention,N/A,N/A
049924,Perry Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 01,Implemented,Reading Intervention,N/A,N/A
049924,Perry Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
046813,Perkins Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
046813,Perkins Local,2024–2025,Public District,OUR Bookworms K-5 Reading & Writing (Open Up Resources),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
046813,Perkins Local,2024–2025,Public District,World of Wonders (McGraw Hill),PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
010182,Performance Academy Eastland,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
051359,Penta Career Center - District,2024–2025,Joint Vocational School District,Fundations (Wilson Language Training),10 - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
051359,Penta Career Center - District,2024–2025,Joint Vocational School District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",10 - 12,Implemented,ELA Core,ELA Core,KG - 05
012045,Patriot Preparatory Academy,2024–2025,Community School,Fishtank Plus ELA K-2 2021 (Fishtank Learning),PS - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
047597,Patrick Henry Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 04,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047597,Patrick Henry Local,2024–2025,Public District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",05 - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
047597,Patrick Henry Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 04,Implemented,ELA Core,ELA Core,03 - 05
000138,Pathway School Of Discovery,2024–2025,Community School,Lexia Core 5 Reading (Lexia),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
000138,Pathway School Of Discovery,2024–2025,Community School,Other published instr materials not on Dept list,03 - 08,Implemented,Reading Intervention,N/A,N/A
020755,Pathfinder Career Academy Of Ohio,2024–2025,Community School,Other published instr materials incl on Dept approved list,06 - 11,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
044636,Parma City,2024–2025,Public District,Blast Foundations (Really Great Reading),KG - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,01 - 01
044636,Parma City,2024–2025,Public District,Countdown (Really Great Reading),KG - 04,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - KG
044636,Parma City,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
044636,Parma City,2024–2025,Public District,HD Word (Really Great Reading),KG - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,02 - 02
044636,Parma City,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
044636,Parma City,2024–2025,Public District,Lexia Core 5 Reading (Lexia),KG - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
044636,Parma City,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,ELA Core,N/A,N/A
044636,Parma City,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 04,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048579,Parkway Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048579,Parkway Local,2024–2025,Public District,Fundations (Wilson Language Training),PS - PS,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048579,Parkway Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,03 - 03,Implemented,Reading Intervention,N/A,N/A
048579,Parkway Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,05 - 10,Implemented,Reading Intervention,N/A,N/A
048579,Parkway Local,2024–2025,Public District,Other published instr materials not on Dept list,11 - 12,Implemented,Reading Intervention,N/A,N/A
048579,Parkway Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048579,Parkway Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 04,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
048579,Parkway Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),05 - 05,Implemented,ELA Core,ELA Core,KG - 05
048579,Parkway Local,2024–2025,Public District,World of Wonders (McGraw Hill),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
000941,Par Excellence Academy Dba Par Excellence Stem Academy,2024–2025,Community School,Other published instr materials incl on Dept approved list,KG - 05,Implemented,ELA Core,N/A,N/A
000941,Par Excellence Academy Dba Par Excellence Stem Academy,2024–2025,Community School,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
049395,Pandora-Gilboa Local,2024–2025,Public District,Benchmark Advance or Literacy (Benchmark Education),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
049395,Pandora-Gilboa Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049395,Pandora-Gilboa Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
049510,Paint Valley Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
049510,Paint Valley Local,2024–2025,Public District,Open Court Reading 2016/2018 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
049510,Paint Valley Local,2024–2025,Public District,Open Court Reading 2016/2018 (McGraw Hill),KG - 05,Implemented,Reading Intervention,ELA Core,KG - 05
044628,Painesville City Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
044628,Painesville City Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Reading Intervention,PreK Core,PS - PS
044628,Painesville City Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
044628,Painesville City Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049387,Ottoville Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 12,Implemented,Reading Intervention,N/A,N/A
049387,Ottoville Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
049379,Ottawa-Glandorf Local,2024–2025,Public District,Blast Foundations (Really Great Reading),01 - 01,Implemented,ELA Core,Both ELA Core and Reading Intervention,01 - 01
049379,Ottawa-Glandorf Local,2024–2025,Public District,Blast Foundations (Really Great Reading),01 - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,01 - 01
049379,Ottawa-Glandorf Local,2024–2025,Public District,Countdown (Really Great Reading),KG - KG,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - KG
049379,Ottawa-Glandorf Local,2024–2025,Public District,Countdown (Really Great Reading),KG - 01,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - KG
